FY,CollDate,Sample,StationID,WaterbodyName,Location,PH,COND (µs/cm),DO,TEMP,ALKALINITY [mg/L],ARSENIC DIS [ug/L],COPPER DIS [ug/L],CHLORIDE [mg/L],HARDNESS TOT [mg/L],IRON DIS [ug/L],IRON TREC [ug/L],MANGANESE DIS [ug/L],AMMONIA [mg/L],NO5 [mg/L],N-KJELDAHL [mg/L],NITROGEN TOT [mg/L],PHOSPHORUS [mg/L],SELENIUM [ug/L],SULFATE [mg/L],ZINC [ug/L],TSS [mg/L]
FY20,9/5/2019,Routine Sample,7309,Sand Creek,at Academy Blvd,8.30,2238.00,8.60,22.00,140,0.734,<5.5,140,414,4.6,33.9,5.3,<0.061,1.21,,1.63,0.026,7.06,300,15.1,
FY20,9/5/2019,Routine Sample,7401,Monument Creek,blw Mesa Rd.,8.40,777.00,6.70,25.60,100,1.02,<5.5,73.6,237,37.5,890,12.1,<0.061,3.21,,<0.041,0.35,1.52,78,30.8,
FY20,9/23/2019,Routine Sample,7651,Cucharas River,at Hwy 160 and 340 Road,7.90,2530.00,9.50,18.20,1100,0.777,<4.9,31.3,114,142,518,250,0.15,0.0517,,0.303,0.036,0.344,270,4.2,
FY20,9/23/2019,Routine Sample,8103A,Rio Grande River,at Wagon Wheel Gap (Middle),8.44,90.5,9.03,10.770,33,0.924,<4.9,0.561,37.7,90.3,178,4.4,<0.036,0.0121,,0.111,0.034,0.215,7.7,6.9,
FY20,9/23/2019,Routine Sample,8104K,Rio Grande River,at Hwy 149,8.53,86.1,8.78,10.625,35,0.838,<4.9,0.51,37.8,99,213,4,<0.036,<0.0089,,0.0948,0.032,0.219,6.5,6,
FY20,7/9/2019,Routine Sample,8638,North Fork Saguache Creek,at mouth,7.40,84.00,8.60,6.20,28,3.43,<5.5,0.79,34.9,309,868,19.7,<0.061,0.0785,,0.212,0.08,<0.7,8.1,2.1,
FY20,7/9/2019,Routine Sample,8641,Johns Creek,above South Fork Saguache Creek,8.30,107.10,8.60,9.50,49,0.238,<5.5,0.59,54.4,162,598,10.1,<0.061,0.177,,0.288,0.079,<0.7,2.8,<1.7,
FY20,7/9/2019,Routine Sample,8642,Deep Creek,at mouth,7.80,98.70,7.00,14.60,38,0.295,<5.5,0.405,45.1,41.2,163,2.6,<0.061,<0.0089,,0.117,0.042,<0.7,8.69,<1.7,
FY20,7/9/2019,Routine Sample,8643,South Fork Saguache Creek,above Wannamaker Creek,7.40,45.00,7.60,10.90,17,0.713,<5.5,0.522,15.9,97,196,11.4,<0.061,0.356,,0.381,0.075,<0.7,1.84,<1.7,
FY20,8/5/2019,Routine Sample,9245,Stollsteimer Creek,at Highway 151,8.20,783.00,9.40,20.70,220,1.13,<5.5,24.3,384,221,935,53.9,<0.061,0.245,,0.366,0.09,1.17,160,6.8,
FY20,8/6/2019,Routine Sample,9745,Crystal Creek,at CR 350,8.10,108.00,8.10,7.40,47,0.197,<5.5,0.382,50.7,56.3,93.6,7.9,<0.061,<0.0089,,0.0577,0.016,0.149,3.8,<1.7,
FY20,7/10/2019,Routine Sample,CO051M,Lottis Creek,,7.80,68.20,9.60,4.50,32,<0.17,<5.5,0.305,37.8,55,150,5,<0.061,0.038,,0.182,0.01,<0.7,2,<1.7,
